"BehaviorSpace results (NetLogo 6.1.1)"
"DMAS_v5_Final_Experiments.nlogo"
"main-experiment"
"11/02/2020 15:54:03:484 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-30","30"
"audioduration","2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,,"2",,,,
"max-predator-speed","1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,
"cohere-coefficient","10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,,"10",,,,
"prey-turn-coefficient","30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,,"30",,,,
"max-prey-speed","1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,,"1.4",,,,
"min-prey-speed","0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,,"0.1",,,,
"predPop","5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,
"audio_range","0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,,"0",,,,,"0",,,,,"10",,,,,"10",,,,
"predator-turn-coefficient","15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,,"15",,,,
"preyPop","50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,,"50",,,,
"predator-burst-energy","5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,,"5",,,,
